Time of feeding,Milk type,Amount(ml),Amount(oz)
11/29/2018 12:50:39 AM,Formula,50.0,1.6908
11/28/2018 11:20:04 PM,Formula,100.0,3.3815
11/28/2018 8:31:36 PM,Formula,70.0,2.3671
11/28/2018 5:20:12 PM,Formula,70.0,2.3671
11/28/2018 3:50:55 PM,Formula,45.0,1.5217
11/28/2018 3:00:59 PM,Formula,25.0,0.8454
11/28/2018 1:32:16 PM,Formula,75.0,2.5361
11/28/2018 10:59:07 AM,Formula,70.0,2.3671
11/28/2018 8:07:15 AM,Formula,70.0,2.3671
11/28/2018 5:40:05 AM,Formula,60.0,2.0289
11/28/2018 3:40:01 AM,Formula,45.0,1.5217
11/28/2018 1:40:54 AM,Formula,70.0,2.3671
11/27/2018 11:35:01 PM,Formula,85.0,2.8743
11/27/2018 9:16:10 PM,Formula,70.0,2.3671
11/27/2018 6:40:26 PM,Formula,70.0,2.3671
11/27/2018 4:55:17 PM,Formula,70.0,2.3671
11/27/2018 3:02:45 PM,Formula,70.0,2.3671
11/27/2018 12:42:08 PM,Formula,70.0,2.3671
11/27/2018 10:32:48 AM,Formula,60.0,2.0289
11/27/2018 7:55:05 AM,Formula,70.0,2.3671
11/27/2018 4:38:27 AM,Formula,70.0,2.3671
11/27/2018 2:10:44 AM,Formula,85.0,2.8743
11/26/2018 11:25:09 PM,Formula,65.0,2.1980
11/26/2018 10:20:20 PM,Formula,45.0,1.5217
11/26/2018 8:27:49 PM,Formula,45.0,1.5217
11/26/2018 6:22:34 PM,Formula,70.0,2.3671
11/26/2018 4:04:08 PM,Formula,60.0,2.0289
11/26/2018 1:45:27 PM,Formula,60.0,2.0289
11/26/2018 11:50:44 AM,Formula,65.0,2.1980
11/26/2018 9:15:54 AM,Formula,70.0,2.3671
11/26/2018 6:19:30 AM,Formula,70.0,2.3671
11/26/2018 2:35:20 AM,Formula,60.0,2.0289
11/26/2018 12:49:17 AM,Formula,65.0,2.1980
11/25/2018 11:05:41 PM,Formula,70.0,2.3671
11/25/2018 9:20:35 PM,Formula,70.0,2.3671
11/25/2018 6:15:59 PM,Formula,45.0,1.5217
11/25/2018 3:10:12 PM,Formula,55.0,1.8598
11/25/2018 1:00:47 PM,Formula,50.0,1.6907
11/25/2018 9:40:18 AM,Formula,55.0,1.8598
11/25/2018 6:42:45 AM,Formula,55.0,1.8598
11/25/2018 3:46:38 AM,Formula,45.0,1.5216
11/25/2018 1:25:54 AM,Formula,50.0,1.6907
11/24/2018 11:33:27 PM,Formula,45.0,1.5216
11/24/2018 9:15:44 PM,Formula,60.0,2.0288
11/24/2018 8:20:45 PM,Formula,35.0,1.1835
11/24/2018 5:34:54 PM,Formula,40.0,1.3526
11/24/2018 3:53:28 PM,Formula,25.0,0.8453
11/24/2018 1:30:42 PM,Formula,30.0,1.0144
11/24/2018 11:35:31 AM,Formula,30.0,1.0144
11/24/2018 9:40:33 AM,Formula,20.0,0.6763
11/24/2018 6:30:11 AM,Formula,20.0,0.6763
11/24/2018 5:10:46 AM,Formula,35.0,1.1835
11/24/2018 2:00:42 AM,Formula,20.0,0.6763
11/24/2018 1:30:30 AM,Formula,10.0,0.3381
11/24/2018 12:20:58 AM,Formula,10.0,0.3381
11/23/2018 11:30:18 PM,Formula,20.0,0.6763
11/23/2018 10:10:46 PM,Formula,30.0,1.0144
11/23/2018 7:40:14 PM,Formula,30.0,1.0144
11/23/2018 4:25:44 PM,Formula,30.0,1.0144
11/23/2018 1:35:49 PM,Formula,30.0,1.0144
11/23/2018 11:00:04 AM,Formula,30.0,1.0144
11/23/2018 7:50:34 AM,Formula,30.0,1.0144
11/23/2018 4:57:53 AM,Formula,30.0,1.0144
11/23/2018 3:20:15 AM,Formula,20.0,0.6763
11/23/2018 12:12:34 AM,Formula,10.0,0.3381
11/22/2018 3:55:11 PM,Formula,5.0,0.1691
11/22/2018 12:51:05 PM,Formula,10.0,0.3381
11/22/2018 4:10:33 AM,Formula,10.0,0.3381
11/22/2018 1:00:39 AM,Formula,5.0,0.1691
